Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_CD3TCR	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_EMTstroma	Geneset_Javelin	Geneset_HALLMARK
1438_at	1438	LOC1438	CSF2RA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55454_at	55454	LOC55454	CSGALNACT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1445_at	1445	LOC1445	CSK	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53944_at	53944	LOC53944	CSNK1G1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1475_at	1475	LOC1475	CSTA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1486_at	1486	LOC1486	CTBS	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1493_at	1493	LOC1493	CTLA4	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1508_at	1508	LOC1508	CTSB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1075_at	1075	LOC1075	CTSC	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1509_at	1509	LOC1509	CTSD	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1514_at	1514	LOC1514	CTSL	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1520_at	1520	LOC1520	CTSS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8454_at	8454	LOC8454	CUL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55280_at	55280	LOC55280	CWF19L1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1524_at	1524	LOC1524	CX3CR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3577_at	3577	LOC3577	CXCR1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3579_at	3579	LOC3579	CXCR2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643_at	643	LOC643	CXCR5	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
159013_at	159013	LOC159013	CXORF38	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91966_at	91966	LOC91966	CXORF40A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1535_at	1535	LOC1535	CYBA	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1536_at	1536	LOC1536	CYBB	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1545_at	1545	LOC1545	CYP1B1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10800_at	10800	LOC10800	CYSLTR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9267_at	9267	LOC9267	CYTH1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27128_at	27128	LOC27128	CYTH4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9595_at	9595	LOC9595	CYTIP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27071_at	27071	LOC27071	DAPP1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25879_at	25879	LOC25879	DCAF13	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81501_at	81501	LOC81501	DCSTAMP	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54165_at	54165	LOC54165	DCUN1D1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80821_at	80821	LOC80821	DDHD1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1650_at	1650	LOC1650	DDOST	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10521_at	10521	LOC10521	DDX17	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9188_at	9188	LOC9188	DDX21	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10212_at	10212	LOC10212	DDX39A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51428_at	51428	LOC51428	DDX41	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91351_at	91351	LOC91351	DDX60L	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
162989_at	162989	LOC162989	DEDD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50619_at	50619	LOC50619	DEF6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1669_at	1669	LOC1669	DEFA4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
163486_at	163486	LOC163486	DENND1B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79961_at	79961	LOC79961	DENND2D	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55667_at	55667	LOC55667	DENND4C	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8562_at	8562	LOC8562	DENR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55635_at	55635	LOC55635	DEPDC1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79139_at	79139	LOC79139	DERL1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91319_at	91319	LOC91319	DERL3	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1687_at	1687	LOC1687	DFNA5	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1606_at	1606	LOC1606	DGKA	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56919_at	56919	LOC56919	DHX33	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
170506_at	170506	LOC170506	DHX36	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23181_at	23181	LOC23181	DIP2A	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84925_at	84925	LOC84925	DIRC2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1736_at	1736	LOC1736	DKC1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55567_at	55567	LOC55567	DNAH3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3337_at	3337	LOC3337	DNAJB1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79982_at	79982	LOC79982	DNAJB14	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64215_at	64215	LOC64215	DNAJC1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85406_at	85406	LOC85406	DNAJC14	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5611_at	5611	LOC5611	DNAJC3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85479_at	85479	LOC85479	DNAJC5B	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1786_at	1786	LOC1786	DNMT1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30836_at	30836	LOC30836	DNTTIP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55619_at	55619	LOC55619	DOCK10	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1794_at	1794	LOC1794	DOCK2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80005_at	80005	LOC80005	DOCK5	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81704_at	81704	LOC81704	DOCK8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64174_at	64174	LOC64174	DPEP2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285381_at	285381	LOC285381	DPH3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1806_at	1806	LOC1806	DPYD	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29940_at	29940	LOC29940	DSE	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51514_at	51514	LOC51514	DTL	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1838_at	1838	LOC1838	DTNB	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151636_at	151636	LOC151636	DTX3L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1844_at	1844	LOC1844	DUSP2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1846_at	1846	LOC1846	DUSP4	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1847_at	1847	LOC1847	DUSP5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1848_at	1848	LOC1848	DUSP6	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1778_at	1778	LOC1778	DYNC1H1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8445_at	8445	LOC8445	DYRK2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85403_at	85403	LOC85403	EAF1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55840_at	55840	LOC55840	EAF2	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10148_at	10148	LOC10148	EBI3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55741_at	55741	LOC55741	EDEM2	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80267_at	80267	LOC80267	EDEM3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8726_at	8726	LOC8726	EED	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9343_at	9343	LOC9343	EFTUD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30844_at	30844	LOC30844	EHD4	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10209_at	10209	LOC10209	EIF1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9451_at	9451	LOC9451	EIF2AK3	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1968_at	1968	LOC1968	EIF2S3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1983_at	1983	LOC1983	EIF5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1984_at	1984	LOC1984	EIF5A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9669_at	9669	LOC9669	EIF5B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2000_at	2000	LOC2000	ELF4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146956_at	146956	LOC146956	EME1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84034_at	84034	LOC84034	EMILIN2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30817_at	30817	LOC30817	EMR2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2023_at	2023	LOC2023	ENO1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
953_at	953	LOC953	ENTPD1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80314_at	80314	LOC80314	EPC1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2069_at	2069	LOC2069	EREG	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90459_at	90459	LOC90459	ERI1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2081_at	2081	LOC2081	ERN1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2117_at	2117	LOC2117	ETV3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2120_at	2120	LOC2120	ETV6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2123_at	2123	LOC2123	EVI2A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51466_at	51466	LOC51466	EVL	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51010_at	51010	LOC51010	EXOSC3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7430_at	7430	LOC7430	EZR	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9214_at	9214	LOC9214	FAIM3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
359845_at	359845	LOC359845	FAM101B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116496_at	116496	LOC116496	FAM129A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
199786_at	199786	LOC199786	FAM129C	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54855_at	54855	LOC54855	FAM46C	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81553_at	81553	LOC81553	FAM49A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51571_at	51571	LOC51571	FAM49B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51307_at	51307	LOC51307	FAM53C	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9750_at	9750	LOC9750	FAM65B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2177_at	2177	LOC2177	FANCD2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
356_at	356	LOC356	FASLG	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84893_at	84893	LOC84893	FBXO18	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26271_at	26271	LOC26271	FBXO5	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26270_at	26270	LOC26270	FBXO6	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2204_at	2204	LOC2204	FCAR	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2205_at	2205	LOC2205	FCER1A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2212_at	2212	LOC2212	FCGR2A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2215_at	2215	LOC2215	FCGR3B	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2219_at	2219	LOC2219	FCN1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115350_at	115350	LOC115350	FCRL1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79368_at	79368	LOC79368	FCRL2	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83416_at	83416	LOC83416	FCRL5	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84824_at	84824	LOC84824	FCRLA	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2230_at	2230	LOC2230	FDX1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2237_at	2237	LOC2237	FEN1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83706_at	83706	LOC83706	FERMT3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9637_at	9637	LOC9637	FEZ2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2867_at	2867	LOC2867	FFAR2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89846_at	89846	LOC89846	FGD3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83888_at	83888	LOC83888	FGFBP2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2268_at	2268	LOC2268	FGR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
63979_at	63979	LOC63979	FIGNL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51303_at	51303	LOC51303	FKBP11	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2313_at	2313	LOC2313	FLI1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2319_at	2319	LOC2319	FLOT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55640_at	55640	LOC55640	FLVCR2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23048_at	23048	LOC23048	FNBP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64778_at	64778	LOC64778	FNDC3B	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3344_at	3344	LOC3344	FOXN2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2358_at	2358	LOC2358	FPR2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2359_at	2359	LOC2359	FPR3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10023_at	10023	LOC10023	FRAT1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23401_at	23401	LOC23401	FRAT2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6624_at	6624	LOC6624	FSCN1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2521_at	2521	LOC2521	FUS	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
170384_at	170384	LOC170384	FUT11	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2533_at	2533	LOC2533	FYB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55632_at	55632	LOC55632	G2E3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2539_at	2539	LOC2539	G6PD	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2633_at	2633	LOC2633	GBP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25801_at	25801	LOC25801	GCA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79893_at	79893	LOC79893	GGNBP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
170575_at	170575	LOC170575	GIMAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26157_at	26157	LOC26157	GIMAP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55303_at	55303	LOC55303	GIMAP4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
168537_at	168537	LOC168537	GIMAP7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2706_at	2706	LOC2706	GJB2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2717_at	2717	LOC2717	GLA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11010_at	11010	LOC11010	GLIPR1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
152007_at	152007	LOC152007	GLIPR2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2744_at	2744	LOC2744	GLS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
144423_at	144423	LOC144423	GLT1D1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2760_at	2760	LOC2760	GM2A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2764_at	2764	LOC2764	GMFB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51291_at	51291	LOC51291	GMIP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29925_at	29925	LOC29925	GMPPB	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2769_at	2769	LOC2769	GNA15	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2778_at	2778	LOC2778	GNAS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
59345_at	59345	LOC59345	GNB4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54331_at	54331	LOC54331	GNG2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10578_at	10578	LOC10578	GNLY	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2796_at	2796	LOC2796	GNRH1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2799_at	2799	LOC2799	GNS	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7918_at	7918	LOC7918	GPANK1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55668_at	55668	LOC55668	GPATCH2L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54865_at	54865	LOC54865	GPATCH4	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221188_at	221188	LOC221188	GPR114	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29933_at	29933	LOC29933	GPR132	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2838_at	2838	LOC2838	GPR15	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29909_at	29909	LOC29909	GPR171	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84636_at	84636	LOC84636	GPR174	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1880_at	1880	LOC1880	GPR183	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2850_at	2850	LOC2850	GPR27	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8477_at	8477	LOC8477	GPR65	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8111_at	8111	LOC8111	GPR68	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53831_at	53831	LOC53831	GPR84	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55507_at	55507	LOC55507	GPRC5D	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285513_at	285513	LOC285513	GPRIN3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2874_at	2874	LOC2874	GPS2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57655_at	57655	LOC57655	GRAMD1A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2885_at	2885	LOC2885	GRB2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2907_at	2907	LOC2907	GRINA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2926_at	2926	LOC2926	GRSF1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2934_at	2934	LOC2934	GSN	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2935_at	2935	LOC2935	GSPT1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2957_at	2957	LOC2957	GTF2A1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84705_at	84705	LOC84705	GTPBP3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
